baseline,split,scope,site_id,n_eval,n_missing,mae,rmse,r2,nrmse,daylight_n,daylight_mae,daylight_nrmse,fit_seconds,predict_seconds
zero,val,SITE,7,2448,9450,6.303921568627451,7.855757387706009,-1.808516284846156,0.49387710452583,2448,6.303921568627451,0.49387710452583,,
zero,val,SITE,8,3389,2917,12.406296105045737,15.502101517935065,-1.781458573517361,0.5769901117463473,3378,12.446237603611605,0.5779287053927977,,
zero,val,SITE,9,5313,6585,1.0057994541690194,1.1570756881563349,-3.0918658153130822,0.6052541401081398,5313,1.0057994541690194,0.6052541401081398,,
zero,test,ALL,,191732,218062,7.498985960464998,13.659190368385758,-0.43145124419556624,0.13780625237987387,191253,7.517297839363958,0.1379786644332712,0.0,0.0006
zero,test,SITE,1,6056,5842,10.050487120211361,12.193362344598707,-2.1191777805610323,0.5624763513526766,6042,10.073382158225753,0.563127481168034,,
zero,test,SITE,10,5872,6026,4.204045682901907,4.9240915820078826,-2.689010572368111,0.6436721022237424,5872,4.204045682901907,0.6436721022237424,,
zero,test,SITE,11,3135,3171,38.78580542264753,48.4741575672447,-1.7794290998873912,0.5232494660657212,3090,39.34552993527508,0.527045488052672,,
zero,test,SITE,12,5622,6276,7.7553584133760225,9.585686322497912,-1.8949579902566884,0.5487349558057121,5615,7.764865316117542,0.5490768296307076,,
zero,test,SITE,13,5354,6241,4.353830080313784,5.395057430116065,-1.867421371461666,0.4180165484846119,5354,4.353830080313784,0.4180165484846119,,
zero,test,SITE,14,4725,4870,5.519871031746032,6.812405764693365,-1.9114915194016402,0.50604572478438,4723,5.5221489254710985,0.5061528105202918,,
zero,test,SITE,15,4833,4920,7.6555064142354645,9.390663540181421,-1.9814459363083499,0.5073623946154052,4831,7.658611053612089,0.5074673757459756,,
zero,test,SITE,16,2982,4087,1.348080671529175,1.641503819803034,-2.0716985372467693,0.5113781294427462,2982,1.348080671529175,0.5113781294427462,,
zero,test,SITE,17,4636,5002,3.6857625781924073,4.640397970184253,-1.7091193866905088,0.49121174446936977,4636,3.6857625781924073,0.49121174446936977,,
zero,test,SITE,18,4620,4656,14.134875541125542,17.620981924705582,-1.804760169257278,0.5006627494699921,4618,14.14090244694673,0.5007711334551158,,
zero,test,SITE,19,4700,4736,16.672992021276595,20.87931906244318,-1.7598975177402605,0.4957376843604998,4697,16.68349478390462,0.4958959494792041,,
zero,test,SITE,2,6020,5878,8.669014742524917,10.60829100559244,-2.010265714729389,0.5745858364574562,6010,8.683168677204659,0.5750635274805004,,
zero,test,SITE,20,4718,4920,6.46728287939805,8.046909079156528,-1.8243011165274292,0.511930597481131,4717,6.468624125503498,0.5119848424611905,,
zero,test,SITE,21,4610,5028,3.2018912689804773,3.954873994030851,-1.9024417763365915,0.4994500795322922,4610,3.2018912689804773,0.4994500795322922,,
zero,test,SITE,22,4669,4969,5.734331494966803,7.16242546665383,-1.7853702313062745,0.4818555730801867,4668,5.7355298039845755,0.48190716305902664,,
zero,test,SITE,23,4274,4531,4.636660256785213,5.879884378376983,-1.644326486660761,0.4918918020879891,4273,4.6377106248537325,0.49194932017554366,,
zero,test,SITE,24,4760,4878,5.020604648109244,6.252428505834499,-1.8151923484972037,0.3536308638483583,4759,5.021633352595083,0.35366800095291895,,
zero,test,SITE,25,4511,4925,31.471181556195965,39.78967152746802,-1.67082352837931,0.49646787100470047,4494,31.589480418335558,0.49740597313444584,,
zero,test,SITE,26,4651,4987,3.1840548403569127,3.885338868228151,-2.044960678371903,0.5129027976106261,4651,3.1840548403569127,0.5129027976106261,,
zero,test,SITE,27,6665,5306,29.47162415603901,37.571015621552725,-1.599575133035692,0.3790563137307563,6344,30.95407077553594,0.38852760780468576,,
zero,test,SITE,28,4035,4957,1.278015605638166,1.5618171162056933,-2.0265851321904838,0.46417086837748656,4035,1.278015605638166,0.46417086837748656,,
zero,test,SITE,29,4003,5057,1.2345999289595304,1.5093282171996212,-2.0219777885947883,0.4699780206130831,4003,1.2345999289595304,0.4699780206130831,,
zero,test,SITE,3,5908,5990,6.015762525389302,7.310461858235554,-2.0975161925181687,0.5494831995949407,5907,6.016743905535805,0.5495296671751285,,
zero,test,SITE,30,4152,4653,3.182267205563584,4.063940559647709,-1.5850931482712216,0.489498927610334,4152,3.182267205563584,0.489498927610334,,
zero,test,SITE,31,4687,4951,6.030309899722637,7.751663157567041,-1.5328436536510863,0.48091989963071474,4686,6.031570102432778,0.4809711980945305,,
zero,test,SITE,32,4573,5065,2.6624224387710473,3.3503884812019487,-1.7135997110825016,0.46156300346438794,4573,2.6624224387710473,0.46156300346438794,,
zero,test,SITE,33,4725,4913,6.9085747354497355,8.912278565686268,-1.5056134583960175,0.4753029550011554,4723,6.911437380901969,0.4754035503212166,,
zero,test,SITE,34,5121,5726,1.7832347808045304,2.1474655835705603,-2.2211119174469,0.5424953145617993,5121,1.7832347808045304,0.5424953145617993,,
zero,test,SITE,35,5137,5754,2.4462014247128674,3.010590314061048,-1.942981184336181,0.5075894723421338,5137,2.4462014247128674,0.5075894723421338,,
zero,test,SITE,36,4668,4970,4.013258488646101,4.976249876258238,-1.8605267647246406,0.4952551145192376,4667,4.014096649346476,0.495308148836096,,
zero,test,SITE,37,4665,4973,3.9236887057877814,4.86736634071932,-1.8557711843566103,0.4889719841667116,4664,3.9245048509862777,0.48902437078433325,,
zero,test,SITE,38,4724,4914,4.548867815939881,5.634716314638457,-1.871271241147987,0.49908268807639794,4723,4.549806134871903,0.4991354977764508,,
zero,test,SITE,39,4106,4699,2.7371101360813443,3.3526954055221725,-1.9984482283120348,0.5203728829487995,4106,2.7371101360813443,0.5203728829487995,,
zero,test,SITE,4,3025,4057,0.8719860537190083,1.016782447979845,-2.780241997223278,0.5366934158409079,3023,0.8724931773073106,0.5368690109821783,,
zero,test,SITE,40,4711,4927,5.967234265548716,7.545121570627302,-1.6700870959934337,0.45694202732295686,4710,5.968477972399151,0.45699052220253117,,
zero,test,SITE,41,5780,6118,9.995447664359862,12.418739899742167,-1.8393979855674298,0.5693405111629647,5769,10.01424640318946,0.5698829782408118,,
zero,test,SITE,42,5814,6084,2.8866959064327484,3.5009634843974484,-2.123746760150366,0.566521863246877,5814,2.8866959064327484,0.566521863246877,,
zero,test,SITE,5,1958,5124,0.83638039453524,0.9765507372887096,-2.7527720241091,0.5143970961849993,1957,0.8367558763413387,0.5145270831448329,,
zero,test,SITE,6,3094,3212,11.945105446024563,14.867803281953057,-1.82075758520048,0.5192575225347862,3076,12.01401475130039,0.520774381390226,,
zero,test,SITE,7,1231,10667,6.9381346466287575,8.604192938640754,-1.8589991744313505,0.5409298792714341,1231,6.9381346466287575,0.5409298792714341,,
zero,test,SITE,8,3046,3260,10.897519287590283,13.821540455337074,-1.6430199367303016,0.514439423752005,3034,10.940044083717865,0.5154556510328538,,
zero,test,SITE,9,5156,6742,1.1048247793832429,1.2564988433301996,-3.408160016688317,0.6572613483725184,5156,1.1048247793832429,0.6572613483725184,,
mean_global,val,ALL,,201552,208244,6.8044365024014075,12.613639110882325,-0.010631272147948234,0.12725778672548965,201251,6.8051034001054,0.12732873083663385,0.0072,0.0006
mean_global,val,SITE,1,5836,6062,5.960507270379021,7.22726154320132,-0.16279200959519113,0.3333915279645683,5816,5.958864586529311,0.3335098309370767,,
mean_global,val,SITE,10,5777,6121,2.9781833837001472,3.6686990365382863,-1.2969661351199626,0.4795685015086376,5775,2.976974287128658,0.47939328018760113,,
mean_global,val,SITE,11,3449,2857,38.56949566204308,48.61629445412392,-1.36968618445932,0.5247837485349858,3398,39.05476985784548,0.5286428696394985,,
mean_global,val,SITE,12,5741,6157,4.075347909155486,4.740145032476192,-0.0009989102385137283,0.27135076064440616,5738,4.074142492551415,0.2712931475040151,,
mean_global,val,SITE,13,5694,5902,3.6124480963328107,4.124571432066709,-0.025657044856975064,0.3195775274580658,5691,3.610955761081954,0.31945616910421437,,
mean_global,val,SITE,14,4955,4639,3.7150410348646137,4.232314228601473,-0.049606685277739704,0.3143888657407769,4954,3.714488191970182,0.3143468101645969,,
mean_global,val,SITE,15,5016,4737,4.868520587005181,5.778303441324998,-0.05634259986904433,0.31219240879632765,5014,4.867903817301603,0.31217793661466403,,
mean_global,val,SITE,16,3387,3681,5.015295407590713,5.116044985460119,-24.64239388446976,1.5938028795592218,3387,5.015295407590713,1.5938028795592218,,
mean_global,val,SITE,17,4859,4779,3.4445061932801964,3.9842129426107427,-0.9362412088584144,0.42175093654727097,4859,3.4445061932801964,0.42175093654727097,,
mean_global,val,SITE,18,4892,4385,10.29374056335092,13.365646736216057,-0.5078676913350877,0.37975644444742623,4889,10.296115997486412,0.3798460431170627,,
mean_global,val,SITE,19,4888,4548,12.73616791726446,16.717024313995292,-0.6518007300749447,0.3969123177836275,4883,12.742690386221442,0.3970860159855755,,
mean_global,val,SITE,2,5798,6100,5.0963216487969545,5.985164488486512,-0.05275303162517786,0.3241795254428381,5795,5.095640456518225,0.32416712168196754,,
mean_global,val,SITE,20,4790,4848,4.291528535942174,4.931033556810813,-4.2292345436401035e-05,0.31370392409134396,4789,4.291073760164781,0.31368029850166507,,
mean_global,val,SITE,21,4836,4802,3.499424527801771,4.0817769918205835,-1.8023517716832904,0.5154763075321301,4836,3.499424527801771,0.5154763075321301,,
mean_global,val,SITE,22,4935,4703,4.035152569924195,4.6131255595747955,-0.012883902960578508,0.3103502117472302,4935,4.035152569924195,0.3103502117472302,,
mean_global,val,SITE,23,4556,4249,3.6303002895485177,4.111535306388127,-0.18327535178196164,0.3439575306353043,4555,3.629675270460851,0.34390157742861766,,
mean_global,val,SITE,24,4954,4684,4.676116404316665,5.474254241340454,-0.011996320044916686,0.3096181354947597,4952,4.675398428416197,0.3095937558035061,,
mean_global,val,SITE,25,5056,4380,26.950606131849863,35.571160695734235,-1.0410338721360444,0.4438322243395767,5036,27.032379489268344,0.44468453824412746,,
mean_global,val,SITE,26,4929,4709,3.3865450909982755,3.982383889963874,-1.8286318425954677,0.5257136912882567,4929,3.3865450909982755,0.5257136912882567,,
mean_global,val,SITE,27,6328,5642,30.571994721891453,40.16868666831496,-1.090449784204965,0.40526437851104274,6190,31.111876783013628,0.40964498466484733,,
mean_global,val,SITE,28,4356,4636,5.156875303491654,5.250774350260858,-27.211934200054724,1.5605261746240369,4356,5.156875303491654,1.5605261746240369,,
mean_global,val,SITE,29,4306,4755,5.224427345057107,5.310782120933514,-30.00183730434023,1.653683301392605,4306,5.224427345057107,1.653683301392605,,
mean_global,val,SITE,3,5642,6256,3.7423974557930757,4.2322315904237815,-0.04001232975726454,0.31811124944356584,5641,3.7419223312977596,0.31807450963575035,,
mean_global,val,SITE,30,4479,4326,3.651113266673751,4.21506392205159,-1.6389401352316244,0.5077016357326153,4479,3.651113266673751,0.5077016357326153,,
mean_global,val,SITE,31,4978,4660,4.338919458514922,4.97667847317148,-0.004459233126012929,0.3087574451007442,4978,4.338919458514922,0.3087574451007442,,
mean_global,val,SITE,32,4836,4802,3.868553343817751,4.355590182838531,-3.2856941975131733,0.6000436361128287,4836,3.868553343817751,0.6000436361128287,,
mean_global,val,SITE,33,4977,4661,4.915709567454167,5.800018664111521,-0.010031468148729239,0.3093222445635912,4976,4.915400460708503,0.3093148422330525,,
mean_global,val,SITE,34,5355,5493,4.740762321410049,4.899136089034078,-14.721113438963679,1.2376255964403347,5355,4.740762321410049,1.2376255964403347,,
mean_global,val,SITE,35,5319,5571,4.084557425640404,4.463507341924708,-5.150393283545194,0.7525531872939059,5319,4.084557425640404,0.7525531872939059,,
mean_global,val,SITE,36,4919,4719,3.4320827196063144,3.954286717829384,-0.6054017807358942,0.39354549509741366,4919,3.4320827196063144,0.39354549509741366,,
mean_global,val,SITE,37,4950,4688,3.3592987320222907,3.8793499873506057,-0.6778290262086164,0.3897165998628331,4950,3.3592987320222907,0.3897165998628331,,
mean_global,val,SITE,38,5140,4498,3.465309773981578,3.9470045286107456,-0.2525088753818321,0.349597303571646,5140,3.465309773981578,0.349597303571646,,
mean_global,val,SITE,39,4453,4352,3.7456899441265508,4.253166162495218,-3.456368758559914,0.6601352255240779,4453,3.7456899441265508,0.6601352255240779,,
mean_global,val,SITE,4,3314,3769,5.567487886409738,5.5979099530791725,-91.25478486569564,2.9547730886356045,3313,5.567213279000301,2.9546219803707174,,
mean_global,val,SITE,40,4998,4640,4.14351994683739,4.847738023717523,-0.0016817323355606817,0.2935850959792955,4998,4.14351994683739,0.2935850959792955,,
mean_global,val,SITE,41,5616,6282,6.545890979837777,7.8130002496417825,-0.25242821278486116,0.3581891231927465,5608,6.5460446050103345,0.3582711077851842,,
mean_global,val,SITE,42,5662,6236,3.87683393998595,4.314629672641831,-4.191035767934526,0.6981883850713765,5662,3.87683393998595,0.6981883850713765,,
mean_global,val,SITE,5,3094,3989,5.533366286072838,5.565923851798011,-84.72892753042126,2.9318446626754957,3093,5.533061114411732,2.9316767474738943,,
mean_global,val,SITE,6,3332,2974,9.774173273252988,11.991315394815587,-0.5510256819102424,0.418796281183191,3309,9.797455198730683,0.4198326456079324,,
mean_global,val,SITE,7,2448,9450,4.131059633335074,4.695643591815109,-0.0034392227278972065,0.2952065277168795,2448,4.131059633335074,0.2952065277168795,,
mean_global,val,SITE,8,3389,2917,9.041920468095409,10.970797191093533,-0.3930535653418763,0.40833441129978837,3378,9.050399132416436,0.40877004031957237,,
mean_global,val,SITE,9,5313,6585,5.573025279706016,5.602303309743062,-94.92483971992218,2.9305060222692902,5313,5.573025279706016,2.9305060222692902,,
mean_global,test,ALL,,191732,218062,6.502064039863722,11.453618981242158,-0.006496126943382308,0.115554455675875,191253,6.502341390428516,0.11565403766217115,0.0072,0.0005
mean_global,test,SITE,1,6056,5842,6.503690192372969,7.72775734853558,-0.2528530154488653,0.3564792577060237,6042,6.503909178870647,0.35660810577749946,,
mean_global,test,SITE,10,5872,6026,2.7238267114371753,3.4946034603393206,-0.8580331653324877,0.45681090984862477,5872,2.7238267114371753,0.45681090984862477,,
mean_global,test,SITE,11,3135,3171,33.77397411196693,43.39003174298858,-1.226973224514321,0.46836937621036756,3090,34.17513729061228,0.47169767015099856,,
mean_global,test,SITE,12,5622,6276,5.013065999560785,5.755347917580781,-0.04361185576259863,0.32946629786830006,5615,5.011275427674731,0.3294137782476412,,
mean_global,test,SITE,13,5354,6241,3.312571223762857,3.886053205294747,-0.4877051225021427,0.30109680372205533,5354,3.312571223762857,0.30109680372205533,,
mean_global,test,SITE,14,4725,4870,3.635758681094955,4.130530115974353,-0.07035070595936532,0.30682803967946487,4723,3.634571960344254,0.3067351547889793,,
mean_global,test,SITE,15,4833,4920,4.716056969655673,5.54409836739177,-0.03919304669924428,0.29953868665695,4831,4.715350483311554,0.29951747799565215,,
mean_global,test,SITE,16,2982,4087,5.230744062345861,5.313934205392824,-31.190456926735294,1.6554513618260578,2982,5.230744062345861,1.6554513618260578,,
mean_global,test,SITE,17,4636,5002,3.4790061508276193,4.039586139139702,-1.0530117479790828,0.4276124951115584,4636,3.4790061508276193,0.4276124951115584,,
mean_global,test,SITE,18,4620,4656,10.087996263069359,12.953694501162317,-0.5157334008559407,0.36805169725833,4618,10.089610780838608,0.3681121746258015,,
mean_global,test,SITE,19,4700,4736,12.395130354414933,16.119848473102902,-0.64506174905156,0.38273357145408193,4697,12.398991631157879,0.3828368124052926,,
mean_global,test,SITE,2,6020,5878,5.572030019196216,6.461649613332412,-0.11686528368080595,0.3499877921914394,6010,5.570625202699247,0.34999182478528595,,
mean_global,test,SITE,20,4718,4920,4.191971958101847,4.789513490048525,-0.0005426608996954574,0.3047006594066656,4717,4.191495759718177,0.3046745953133727,,
mean_global,test,SITE,21,4610,5028,3.514234177534518,4.097877528259342,-2.116134278273409,0.517509599671649,4610,3.514234177534518,0.517509599671649,,
mean_global,test,SITE,22,4669,4969,3.8375905891492628,4.373894111860145,-0.038721756738716806,0.29425580254548245,4668,3.8370334749365966,0.29421902873759936,,
mean_global,test,SITE,23,4274,4531,3.6284093139892497,4.104439647783817,-0.2885024566143164,0.3433639311572753,4273,3.6277535737786515,0.34330548602768696,,
mean_global,test,SITE,24,4760,4878,3.515215985779895,4.039113890897313,-0.1748510324114958,0.22844808750504547,4759,3.5145985012772485,0.22841080824106427,,
mean_global,test,SITE,25,4511,4925,26.512036538736265,34.81970878526266,-1.0452893392873284,0.43445612959356467,4494,26.588191323044814,0.435249534701209,,
mean_global,test,SITE,26,4651,4987,3.4948593367935405,4.05981717870413,-2.324580376043101,0.535935644062528,4651,3.4948593367935405,0.535935644062528,,
mean_global,test,SITE,27,6665,5306,24.86420122964107,32.66626470571081,-0.965148877930345,0.3295719766382007,6344,25.798210664562404,0.3374940751120895,,
mean_global,test,SITE,28,4035,4957,5.30080912823687,5.376292982178119,-34.863972560741054,1.5978302173125507,4035,5.30080912823687,1.5978302173125507,,
mean_global,test,SITE,29,4003,5057,5.344224804915506,5.414293439417767,-37.88727080736659,1.6859148889412299,4003,5.344224804915506,1.6859148889412299,,
mean_global,test,SITE,3,5908,5990,3.7148792448623924,4.1917171743169135,-0.018375396251309573,0.3150660258415791,5907,3.714431437940264,0.31503129608674946,,
mean_global,test,SITE,30,4152,4653,3.6574867507564677,4.233838842926531,-1.805757601102886,0.5099630624191928,4152,3.6574867507564677,0.5099630624191928,,
mean_global,test,SITE,31,4687,4951,4.317532000147036,4.901480668632145,-0.012682222025997225,0.3040921081431902,4686,4.3170761118129075,0.3040683001885076,,
mean_global,test,SITE,32,4573,5065,3.952324674511485,4.413028061274356,-3.707917335443006,0.6079565094504158,4573,3.952324674511485,0.6079565094504158,,
mean_global,test,SITE,33,4725,4913,4.827503812150983,5.639950303028831,-0.0034300952544066288,0.30078559880414213,4723,4.826825055673438,0.30076649330351757,,
mean_global,test,SITE,34,5121,5726,4.795589953070505,4.942607120451698,-16.063399974400497,1.2486073001955196,5121,4.795589953070505,1.2486073001955196,,
mean_global,test,SITE,35,5137,5754,4.132623309162168,4.489802673200839,-5.54543740151056,0.7569866146072053,5137,4.132623309162168,0.7569866146072053,,
mean_global,test,SITE,36,4668,4970,3.33947445717445,3.903709683484189,-0.7603404964995875,0.3885118783057449,4667,3.3388021221033766,0.38843890007526305,,
mean_global,test,SITE,37,4665,4973,3.3774399539575484,3.9173548936096845,-0.8497846650486569,0.3935345443364404,4664,3.376778676667686,0.39346193891725495,,
mean_global,test,SITE,38,4724,4914,3.397215835156978,3.895966456250863,-0.3726522527708527,0.34507671780915894,4723,3.3965670057268023,0.3450127534917619,,
mean_global,test,SITE,39,4106,4699,3.841714597793692,4.302042030951276,-3.936937785090956,0.6677212640688301,4106,3.841714597793692,0.6677212640688301,,
mean_global,test,SITE,4,3025,4057,5.706838680156027,5.730749915147617,-119.08435634715012,3.0248906768614225,3023,5.706331556567726,3.0246145341152424,,
mean_global,test,SITE,40,4711,4927,4.030957904676588,4.657791068366451,-0.017543424050071366,0.2820816700835712,4710,4.030440178173574,0.2820538441823447,,
mean_global,test,SITE,41,5780,6118,6.8660052175794055,8.12338839005041,-0.21491429822476604,0.3724189519793884,5769,6.866812807338593,0.37255066149062277,,
mean_global,test,SITE,42,5814,6084,3.6921288274422865,4.189934049755328,-3.474196265191411,0.6780102835484038,5814,3.6921288274422865,0.6780102835484038,,
mean_global,test,SITE,5,1958,5124,5.742444339339796,5.76452826938613,-129.76457437125,3.0364593353145044,1957,5.742068857533697,3.0362556282607587,,
mean_global,test,SITE,6,3094,3212,8.300078090616587,10.351956288344558,-0.36746749281706226,0.3615417203023475,3076,8.311140975994139,0.36219340935927186,,
mean_global,test,SITE,7,1231,10667,4.553336083573619,5.101326039767321,-0.004985768930272805,0.3207110415229119,1231,4.553336083573619,0.3207110415229119,,
mean_global,test,SITE,8,3046,3260,7.719255905750897,9.535731570435846,-0.25804325918588167,0.3549210936364607,3034,7.7243433065625355,0.3553033314424178,,
mean_global,test,SITE,9,5156,6742,5.473999954491792,5.506616661065761,-83.66479354661816,2.8804533413100266,5156,5.473999954491792,2.8804533413100266,,
mean_site,val,ALL,,201552,208244,5.099473352719742,9.138036793284385,0.4695826336417308,0.09219277062764465,201251,5.070141511269146,0.09165654396011236,0.0447,0.0116
mean_site,val,SITE,1,5836,6062,5.83247245383592,6.737519927641452,-0.010542588691119681,0.31079988595142793,5816,5.823456775435755,0.3104927045292692,,
mean_site,val,SITE,10,5777,6121,2.1508694653534426,2.448504823937254,-0.023133603976999595,0.32006599005740094,5775,2.150456082667418,0.3200180018604638,,
mean_site,val,SITE,11,3449,2857,28.97270478756027,32.960279339597804,-0.08920316965912622,0.35578645264534653,3398,28.900767610181326,0.35565424473111157,,
mean_site,val,SITE,12,5741,6157,4.046554935555701,4.777437491558925,-0.016811318469491354,0.27348557657705574,5738,4.045733924833327,0.27345824330429436,,
mean_site,val,SITE,13,5694,5902,3.5726773164685315,4.158327864412688,-0.042514166875273096,0.32219302275560463,5691,3.5719505686264883,0.32215754243212685,,
mean_site,val,SITE,14,4955,4639,3.561450680596634,4.223238347784737,-0.04510990613679211,0.31371468236935107,4954,3.561229673576184,0.3137078554783371,,
mean_site,val,SITE,15,5016,4737,4.894893586274591,5.8571975809558285,-0.08538509585956922,0.3164549318260311,5014,4.894410321137345,0.3164494459703443,,
mean_site,val,SITE,16,3387,3681,0.8966221470779824,1.0613090166614558,-0.1035031205887671,0.3306298853244085,3387,0.8966221470779824,0.3306298853244085,,
mean_site,val,SITE,17,4859,4779,2.4443779625547397,2.9336571897974393,-0.04976744808598155,0.31054381006426707,4859,2.4443779625547397,0.31054381006426707,,
mean_site,val,SITE,18,4892,4385,9.359996582902111,11.091640426433038,-0.0384243021745172,0.3151453883648011,4889,9.358348512643001,0.31512803624521696,,
