model,protocol,split,scope,site_id,n_eval,n_missing,mae,rmse,r2,nrmse,daylight_n,daylight_mae,daylight_nrmse
transformer,seen,val,SITE,40,4953,4685,1.0926740041964227,1.680331709521374,0.8798923376766502,0.016952704325737655,4953,1.0926740041964227,0.016952704325737655
transformer,seen,val,SITE,41,5573,6325,1.2750187363377299,2.021926819994858,0.916272100063914,0.020399024402994403,5565,1.2764998735014854,0.020413317720416026
transformer,seen,val,SITE,42,5623,6275,0.4732090429163225,0.6757180289618002,0.8728919978202023,0.006817253931262505,5623,0.4732090429163225,0.006817253931262505
transformer,seen,val,SITE,5,3056,4027,0.2580134436410135,0.338923199762695,0.6806288160361238,0.003419363428156982,3055,0.25791034714094746,0.003418323455857517
transformer,seen,val,SITE,6,3274,3032,1.5958935495695838,2.6204990547996614,0.9261038577055386,0.026437961867985908,3251,1.6046364074191912,0.026528849081005532
transformer,seen,val,SITE,8,3333,2973,1.6359116247814052,2.53568033407266,0.9258482450157974,0.025582233986625062,3322,1.6400831764825203,0.02562339034726163
transformer,seen,test,ALL,,138960,151284,1.3322138544157036,2.938380394770881,0.9470973127481014,0.029645036004994466,138488,1.3334074670248872,0.029685450146284317
transformer,seen,test,SITE,1,6007,5891,1.1408073854105076,1.8989134304251676,0.924207568173468,0.01915795419663869,5993,1.1429369382382473,0.01917985479527696
transformer,seen,test,SITE,10,5824,6074,0.5833654845399516,0.8291795590727957,0.8953004945521671,0.008365512486764044,5824,0.5833654845399516,0.008365512486764044
transformer,seen,test,SITE,11,3085,3221,5.366302677027797,8.427196402257398,0.9154333531429992,0.08502117057773262,3040,5.439950053707549,0.08564599207719707
transformer,seen,test,SITE,12,5577,6321,1.2093193549846522,1.8976059238451002,0.8864184068029326,0.01914476288903541,5570,1.2102319909597428,0.01915586376432512
transformer,seen,test,SITE,15,4777,4976,1.1573888986510463,1.8002372841833694,0.8898682378648592,0.018162420087651992,4775,1.1577872857498248,0.018166172456686364
transformer,seen,test,SITE,17,4585,5053,0.6203559715329235,0.9428469651468212,0.8880658390040074,0.00951229196829593,4585,0.6203559715329235,0.00951229196829593
transformer,seen,test,SITE,18,4566,4710,2.2352903363895793,3.5382976367048498,0.8869187788337339,0.03569754311700718,4564,2.2360735281740336,0.035705213312783965
transformer,seen,test,SITE,19,4645,4791,2.5903011608431745,4.114816262281706,0.8917745152623457,0.04151398384850358,4642,2.591742926145206,0.041527261436961935
transformer,seen,test,SITE,2,5972,5926,1.031200670629081,1.6896695837632953,0.9235235421841155,0.017046913237083683,5962,1.0324230962293894,0.017060548673947996
transformer,seen,test,SITE,20,4664,4974,1.0447965058311182,1.6371143850663603,0.8831819434502788,0.016516688913373625,4663,1.0449733426840346,0.016518427815924545
transformer,seen,test,SITE,21,4559,5079,0.5806640110195769,0.8544308128197834,0.8645186413754605,0.008620269946973368,4559,0.5806640110195769,0.008620269946973368
transformer,seen,test,SITE,22,4618,5020,0.9419275051900038,1.4845165299564993,0.8804060142960666,0.014977143891542135,4617,0.9420865836380001,0.014978734086109323
transformer,seen,test,SITE,23,4223,4582,0.8419882055427574,1.2585831661977178,0.8778361478288145,0.01269772400592149,4222,0.8421308816411043,0.01269917317692865
transformer,seen,test,SITE,24,4708,4930,0.8222163403652032,1.2749159217202892,0.8831351971768846,0.012862503598920766,4707,0.8223509919701651,0.012863840005795671
transformer,seen,test,SITE,25,4460,4976,5.001989741389527,8.10506608904064,0.8883850379034764,0.08177122896002878,4443,5.0199043794228855,0.08192710130395203
transformer,seen,test,SITE,27,6606,5365,4.304455198701714,7.03479496034026,0.9080336001539082,0.07097336691266005,6287,4.457880652498816,0.07266465663526779
transformer,seen,test,SITE,3,5863,6035,0.7475474883565394,1.1847011167772297,0.918468404662654,0.011952335145074582,5862,0.7476460695754786,0.01195333366987987
transformer,seen,test,SITE,30,4101,4704,0.5927832815537247,0.8728622580800193,0.8798813168842815,0.008806223018038009,4101,0.5927832815537247,0.008806223018038009
transformer,seen,test,SITE,31,4633,5005,1.0216268891524527,1.5904501428305546,0.8934317970796807,0.016045897880433143,4632,1.021805859651796,0.016047604450212725
transformer,seen,test,SITE,34,5071,5776,0.3638561779967052,0.4946219160643507,0.8294229804796489,0.004990192739061742,5071,0.3638561779967052,0.004990192739061742
transformer,seen,test,SITE,37,4613,5025,0.6749335895668988,1.013622774059755,0.8759943202451804,0.010226342268672419,4612,0.6750317176631091,0.010227397524383047
transformer,seen,test,SITE,38,4672,4966,0.757241873045082,1.1644383357921906,0.8774533135621726,0.01174790590475846,4671,0.7573632664661085,0.01174912982159255
transformer,seen,test,SITE,39,4056,4749,0.5186905294833098,0.7360505852674135,0.8543377324617293,0.007425943264725311,4056,0.5186905294833098,0.007425943264725311
transformer,seen,test,SITE,4,2974,4108,0.23222517454151187,0.2983003340699073,0.6742784250268516,0.0030095232596642134,2972,0.2322298686244446,0.003009883551870072
transformer,seen,test,SITE,40,4658,4980,0.9613122124690363,1.51497806955242,0.8923626562180307,0.015284467422455855,4657,0.961476124226343,0.015286080334594073
transformer,seen,test,SITE,41,5735,6163,0.9549680038857896,1.6790768522226076,0.9480587817353663,0.016940044191648393,5724,0.9563305501251433,0.016955898359283936
transformer,seen,test,SITE,42,5760,6138,0.42368749433921443,0.590861874366351,0.9107437039122867,0.00596114838321837,5760,0.42368749433921443,0.00596114838321837
transformer,seen,test,SITE,5,1911,5171,0.23923792781660158,0.3022495592985176,0.6403032254403906,0.0030493666115672994,1910,0.2389796629001957,0.003045473624234752
transformer,seen,test,SITE,6,3041,3265,1.4992382340586448,2.4621852564341986,0.9219984106545551,0.024840749246712094,3023,1.5053194962784504,0.02491002711088937
transformer,seen,test,SITE,8,2996,3310,1.5069367060355732,2.378652384314945,0.9211137047716541,0.02399799416776359,2984,1.5111158200147645,0.02404371521303566
transformer,unseen,val,ALL,,160306,226905,0.4561335577327515,0.738713936679533,0.9100390283747045,0.007452813559887484,160301,0.45613570292441397,0.007452887560839546
transformer,unseen,val,SITE,14,28098,35866,0.8678267329199337,1.334689096295961,0.8804985865660979,0.013465549384137007,28093,0.8679122468289009,0.013466614273274164
transformer,unseen,val,SITE,16,19508,27616,0.3164076304518837,0.42269374652936237,0.7987740057656738,0.004264516383667893,19508,0.3164076304518837,0.004264516383667893
transformer,unseen,val,SITE,28,24466,35482,0.2928623493523597,0.3883011565612136,0.8068277433514022,0.0039175328652217446,24466,0.2928623493523597,0.0039175328652217446
transformer,unseen,val,SITE,32,28104,36148,0.4987948046278098,0.7244291959754918,0.8600686288478329,0.007308696190588764,28104,0.4987948046278098,0.007308696190588764
transformer,unseen,val,SITE,35,29187,43417,0.4440459911565986,0.6295825964125541,0.8580129661521415,0.006351798008175652,29187,0.4440459911565986,0.006351798008175652
transformer,unseen,val,SITE,9,30943,48376,0.27213265478668425,0.35650654640067786,0.607647916280728,0.0035967601141336947,30943,0.27213265478668425,0.0035967601141336947
transformer,unseen,test,ALL,,162186,247595,0.7644213064045816,1.285558505734528,0.896778874771389,0.012969875601146806,162129,0.763359591319253,0.012940284824816139
transformer,unseen,test,SITE,13,31596,45707,0.9079638786134493,1.4233835979762692,0.8559975718373252,0.014360379645200875,31591,0.9080733933711255,0.014361482463046296
transformer,unseen,test,SITE,26,28233,36019,0.544327898999075,0.8127965462731354,0.8573868599832644,0.00820022585295022,28193,0.5376340936729628,0.007911887221904633
transformer,unseen,test,SITE,29,24636,35767,0.27889622036106965,0.3761528990886499,0.8048826952108495,0.0037949702688972564,24636,0.27889622036106965,0.0037949702688972564
transformer,unseen,test,SITE,33,29041,35211,1.1567478617838094,1.8109562611985972,0.8853647755291063,0.018270562811486736,29032,1.1569868548082434,0.018273225981283336
transformer,unseen,test,SITE,36,28538,35714,0.6781174298389521,1.0309797320176983,0.8668308287908597,0.01040145494112153,28536,0.6781468907530269,0.01040179544235137
transformer,unseen,test,SITE,7,20142,59177,0.9982266193922705,1.6720397714087472,0.8722314315774213,0.016869047762980344,20141,0.9982688684749268,0.016869463282174268
persistence_prev_day,seen,val,ALL,,135472,154775,4.1021396487835124,8.749747311702974,0.6173224577354715,0.08827535555016652,135349,4.105717787903863,0.08831541851605448
persistence_prev_day,seen,val,SITE,1,5461,6437,3.993980040285662,5.852702806286242,0.20751870904066005,0.05904735334051828,5452,4.000504402054292,0.059096065117923854
persistence_prev_day,seen,val,SITE,10,5427,6471,1.3838129952091396,1.9954488103150114,0.3002489303298479,0.02013189032066234,5427,1.3838129952091396,0.02013189032066234
persistence_prev_day,seen,val,SITE,11,3257,3049,10.932203715075223,18.93761564292754,0.6283128280852543,0.19105977516811903,3214,11.075781736154324,0.19233330854861524
persistence_prev_day,seen,val,SITE,12,5376,6522,2.5476888020833335,3.8210302806592904,0.3240488315312985,0.038550005454672014,5376,2.5476888020833335,0.038550005454672014
persistence_prev_day,seen,val,SITE,15,4615,5138,3.787747156013001,5.29965463848596,0.07318795128461109,0.05346770379068048,4615,3.787747156013001,0.05346770379068048
persistence_prev_day,seen,val,SITE,17,4466,5172,1.814007920958352,2.6404327790920115,0.1154070145560091,0.0266390712871108,4466,1.814007920958352,0.0266390712871108
persistence_prev_day,seen,val,SITE,18,4546,4731,6.992472778266608,10.028509710146517,0.12007478361933366,0.1011766658812436,4546,6.992472778266608,0.1011766658812436
persistence_prev_day,seen,val,SITE,19,4485,4951,8.105030657748049,11.737857249043074,0.15556570734543262,0.11842210810710911,4484,8.106817294826048,0.11843531149168134
persistence_prev_day,seen,val,SITE,2,5434,6464,3.4867213378726536,5.15417508454874,0.19649437086028387,0.05199997462187226,5434,3.4867213378726536,0.05199997462187226
persistence_prev_day,seen,val,SITE,20,4381,5257,3.241504508103173,4.609113033412087,0.09293422148945762,0.04650089623173,4381,3.241504508103173,0.04650089623173
persistence_prev_day,seen,val,SITE,21,4437,5201,1.6374723560401172,2.32626402691478,0.05335117391542932,0.0234694530897826,4437,1.6374723560401172,0.0234694530897826
persistence_prev_day,seen,val,SITE,22,4528,5110,2.921245237963781,4.2141700113976395,0.11756350895324252,0.04251635422744245,4528,2.921245237963781,0.04251635422744245
persistence_prev_day,seen,val,SITE,23,4175,4630,2.3221051646706585,3.418035492825686,0.15189196866051136,0.03448422996269939,4175,2.3221051646706585,0.03448422996269939
persistence_prev_day,seen,val,SITE,24,4556,5082,3.457089552238806,4.989111024420611,0.1282874128526975,0.05033465926163602,4556,3.457089552238806,0.05033465926163602
persistence_prev_day,seen,val,SITE,25,4673,4763,15.276481917397817,22.3724594835871,0.16368214179283125,0.22571358292871224,4663,15.308974908856959,0.2259554636046954
persistence_prev_day,seen,val,SITE,27,6003,5967,18.37431284357821,26.10839377224274,0.09700111783417842,0.263405063138893,5959,18.50843262292331,0.2643755811206485
persistence_prev_day,seen,val,SITE,3,5215,6683,2.5334611697027802,3.7132547248157177,0.17226596652398019,0.03746266828106209,5215,2.5334611697027802,0.03746266828106209
persistence_prev_day,seen,val,SITE,30,4125,4680,1.54240625,2.312139503566941,0.17244966140379048,0.02332695213791632,4125,1.54240625,0.02332695213791632
persistence_prev_day,seen,val,SITE,31,4638,5000,3.0112134136481243,4.4663297655936836,0.16344869846976218,0.04506036963315889,4638,3.0112134136481243,0.04506036963315889
persistence_prev_day,seen,val,SITE,34,5105,5743,0.8773230901077375,1.2242823606874325,-0.002247726317053056,0.012351666492005899,5105,0.8773230901077375,0.012351666492005899
persistence_prev_day,seen,val,SITE,37,4611,5027,1.9005079565170244,2.7280149931712105,0.1397751223257101,0.02752267978599525,4611,1.9005079565170244,0.02752267978599525
persistence_prev_day,seen,val,SITE,38,4851,4787,2.2566175144300145,3.245776140363138,0.12666473075645923,0.032746321993044746,4851,2.2566175144300145,0.032746321993044746
persistence_prev_day,seen,val,SITE,39,4070,4735,1.3339690187346438,1.911041266745571,0.06496989559077282,0.01928031076593137,4070,1.3339690187346438,0.01928031076593137
persistence_prev_day,seen,val,SITE,4,2877,4206,0.30162034019812306,0.45706327787878076,0.3300627865420558,0.004611267265936743,2877,0.30162034019812306,0.004611267265936743
persistence_prev_day,seen,val,SITE,40,4602,5036,3.009830983811386,4.445258165018693,0.10987880709148012,0.04484778029011804,4602,3.009830983811386,0.04484778029011804
persistence_prev_day,seen,val,SITE,41,5203,6695,3.416106092638862,5.322120702127908,0.39304582547235023,0.053694361736922304,5203,3.416106092638862,0.053694361736922304
persistence_prev_day,seen,val,SITE,42,5350,6548,1.089696261682243,1.6169936097029243,0.2467843074027618,0.016313692354058513,5350,1.089696261682243,0.016313692354058513
persistence_prev_day,seen,val,SITE,5,2685,4398,0.31738244878957167,0.47941283539284674,0.3220560141737334,0.004836749793106899,2685,0.31738244878957167,0.004836749793106899
persistence_prev_day,seen,val,SITE,6,3129,3177,3.4467531559603706,5.913301593706362,0.6096086425791585,0.05965872865398192,3114,3.4631703596660244,0.059802234155378366
persistence_prev_day,seen,val,SITE,8,3191,3115,2.9734507207771856,5.254118131754169,0.6704364658791682,0.05300829037231982,3190,2.974353448275862,0.05301659558591633
persistence_prev_day,seen,test,ALL,,134416,155828,3.3077716461860938,7.197046868984419,0.6869457781788639,0.07261031074818078,134251,3.3115821472000206,0.07265458816182044
persistence_prev_day,seen,test,SITE,1,5812,6086,2.911153647625602,4.839995811643586,0.4918345406510506,0.04883025028193617,5806,2.9140328970031004,0.048855443854261264
persistence_prev_day,seen,test,SITE,10,5594,6304,1.07811941365749,1.7281775310249516,0.5333633101147909,0.017435416197790116,5594,1.07811941365749,0.017435416197790116
persistence_prev_day,seen,test,SITE,11,3049,3257,13.362311413578222,20.96351696126216,0.4736614094819357,0.211498897900994,3013,13.518586126783937,0.21275631814357554
persistence_prev_day,seen,test,SITE,12,5239,6659,2.431964592479481,3.873213588063445,0.5128115150796762,0.03907647780304762,5238,2.4324288850706375,0.03908020772028067
persistence_prev_day,seen,test,SITE,15,4636,5117,2.9594747627264884,4.329567213975726,0.34797205142528087,0.04368058545883472,4636,2.9594747627264884,0.04368058545883472
persistence_prev_day,seen,test,SITE,17,4443,5195,1.520981037587216,2.2843805755858293,0.3301886500067486,0.023046894994557834,4443,1.520981037587216,0.023046894994557834
persistence_prev_day,seen,test,SITE,18,4472,4804,5.842799642218247,8.672733729380328,0.30856064627278945,0.08749837295632286,4471,5.843770968463431,0.08750786483364296
persistence_prev_day,seen,test,SITE,19,4545,4891,6.738613861386138,10.111762566244057,0.34069822303371455,0.10201659590559385,4544,6.739704830545775,0.10202747240733598
persistence_prev_day,seen,test,SITE,2,5776,6122,2.6227114352493075,4.37659341577611,0.4726579524092034,0.044155028266863065,5772,2.624453179140679,0.04417030780508671
persistence_prev_day,seen,test,SITE,20,4522,5116,2.7287842768686423,4.017491842253341,0.281793820790344,0.04053208717473033,4522,2.7287842768686423,0.04053208717473033
persistence_prev_day,seen,test,SITE,21,4416,5222,1.3378499348958333,1.9680304940188227,0.2648378260011749,0.01985526957569572,4416,1.3378499348958333,0.01985526957569572
persistence_prev_day,seen,test,SITE,22,4447,5191,2.3803547335282214,3.5307316119788377,0.30291157366339927,0.035621210224296464,4447,2.3803547335282214,0.035621210224296464
persistence_prev_day,seen,test,SITE,23,4104,4701,1.9327637670565303,2.9316914290490526,0.3310327885307718,0.029577551675867897,4104,1.9327637670565303,0.029577551675867897
persistence_prev_day,seen,test,SITE,24,4625,5013,2.174016891891892,3.2478295035877425,0.23490875764181196,0.03276703817629762,4625,2.174016891891892,0.03276703817629762
persistence_prev_day,seen,test,SITE,25,4314,5122,12.874797171998146,19.539248165318483,0.34324576199755363,0.19712958757899507,4304,12.903592588289962,0.1973577218640313
persistence_prev_day,seen,test,SITE,27,6287,5684,11.590166216001272,17.492568620840892,0.41978286355851935,0.1764808353293889,6207,11.737292572901563,0.17761378062761285
persistence_prev_day,seen,test,SITE,3,5683,6215,1.7524359933133908,2.914479301554288,0.49154493070050786,0.02940390018397362,5683,1.7524359933133908,0.02940390018397362
persistence_prev_day,seen,test,SITE,30,3965,4840,1.3329661885245903,2.0285371812382884,0.34717356817103684,0.02046571569913028,3965,1.3329661885245903,0.02046571569913028
persistence_prev_day,seen,test,SITE,31,4499,5139,2.5084289564347633,3.867001358828197,0.35950942181793655,0.03901380322228948,4499,2.5084289564347633,0.03901380322228948
persistence_prev_day,seen,test,SITE,34,4886,5961,0.7207335051678264,1.034799565502957,0.23894426829131254,0.010439992872222996,4886,0.7207335051678264,0.010439992872222996
persistence_prev_day,seen,test,SITE,37,4472,5166,1.548145055344365,2.304347900324028,0.3474503707414588,0.023248343405335662,4472,1.548145055344365,0.023248343405335662
persistence_prev_day,seen,test,SITE,38,4554,5084,1.8773262516469038,2.760360519881669,0.2987353294814552,0.02784901068094625,4554,1.8773262516469038,0.02784901068094625
persistence_prev_day,seen,test,SITE,39,3911,4894,1.1549835400153414,1.6763740104866782,0.2327976800594589,0.0169127754824234,3911,1.1549835400153414,0.0169127754824234
persistence_prev_day,seen,test,SITE,4,2801,4281,0.28643787932881115,0.4137066737231016,0.3446896723821109,0.004173846674124761,2801,0.28643787932881115,0.004173846674124761
persistence_prev_day,seen,test,SITE,40,4535,5103,2.3442151323042997,3.6075799647774467,0.37653099516138,0.0363965258334305,4535,2.3442151323042997,0.0363965258334305
persistence_prev_day,seen,test,SITE,41,5462,6436,2.121098041010619,3.797783208268554,0.7243240550373515,0.03831546798659589,5457,2.1230185999633497,0.03833301542401916
persistence_prev_day,seen,test,SITE,42,5597,6301,0.8141331293550116,1.3392129955154264,0.5336112479334392,0.013511190566430041,5597,0.8141331293550116,0.013511190566430041
persistence_prev_day,seen,test,SITE,5,1785,5297,0.2943452380952381,0.4240563579906283,0.26363059286524304,0.004278263639095383,1785,0.2943452380952381,0.004278263639095383
persistence_prev_day,seen,test,SITE,6,3024,3282,3.7654544890873014,5.981244201567922,0.5393529860466362,0.060344195062590394,3011,3.7815561690468282,0.06047431426555052
persistence_prev_day,seen,test,SITE,8,2961,3345,3.7297260216143195,5.969072312471958,0.4972663395802158,0.06022139404909985,2953,3.7397773450728073,0.0603029100942206
persistence_prev_day,unseen,val,ALL,,146341,240870,1.0086842357764734,1.7946082939674144,0.4652890741097583,0.018105629749028473,146341,1.0086842357764734,0.018105629749028473
persistence_prev_day,unseen,val,SITE,14,25900,38064,2.3815103343302364,3.4556393298778536,0.17976769194515663,0.034863611442824044,25900,2.3815103343302364,0.034863611442824044
persistence_prev_day,unseen,val,SITE,16,17716,29408,0.5969538151423854,0.8554942855013045,0.14170765375872985,0.00863099922014376,17716,0.5969538151423854,0.00863099922014376
persistence_prev_day,unseen,val,SITE,28,22164,37784,0.49384043914392156,0.7493993629485124,0.25911099772196644,0.007560617793483763,22164,0.49384043914392156,0.007560617793483763
persistence_prev_day,unseen,val,SITE,32,25716,38536,1.0796709384133225,1.6423811708054343,0.26049503835420806,0.016569825006012718,25716,1.0796709384133225,0.016569825006012718
persistence_prev_day,unseen,val,SITE,35,26795,45809,1.0307360766141531,1.5086245053125327,0.15743901036486185,0.015220366926486477,26795,1.0307360766141531,0.015220366926486477
persistence_prev_day,unseen,val,SITE,9,28050,51269,0.32179100824421214,0.47246229355048425,0.28205897047977846,0.00476662644776409,28050,0.32179100824421214,0.00476662644776409
persistence_prev_day,unseen,test,ALL,,145044,264737,1.8210459593748762,2.9776261221655784,0.42664231841953293,0.03004098235820607,145029,1.8210753329851757,0.030041616404585466
persistence_prev_day,unseen,test,SITE,13,28213,49090,2.109241134406095,3.1272277664067594,0.28635498750403854,0.03155029889796674,28213,2.109241134406095,0.03155029889796674
persistence_prev_day,unseen,test,SITE,26,25835,38417,1.3391491829677158,1.926892036483649,0.17902966833814093,0.01944022765090257,25820,1.3390342168051292,0.019437893427752293
persistence_prev_day,unseen,test,SITE,29,22301,38102,0.4971209237176866,0.7438127234786645,0.21678843217447763,0.0075042547274473525,22301,0.4971209237176866,0.0075042547274473525
persistence_prev_day,unseen,test,SITE,33,26791,37461,2.9744557956134057,4.545241294636871,0.2621343176131078,0.045856500428156546,26791,2.9744557956134057,0.045856500428156546
persistence_prev_day,unseen,test,SITE,36,26253,37999,1.7323688844891167,2.5382713014603575,0.17476804136985735,0.025608374006355916,26253,1.7323688844891167,0.025608374006355916
persistence_prev_day,unseen,test,SITE,7,15651,63668,2.15781941090025,3.3837577722311996,0.4496971944389381,0.03413840535026968,15651,2.15781941090025,0.03413840535026968
xgboost,seen,val,ALL,,146113,144134,1.456550583149149,3.36769908379531,0.9439541531501675,0.033976390793637685,145817,1.4568927412420765,0.033979574608336914
xgboost,seen,val,SITE,1,5836,6062,1.314802817673492,2.1801085209087923,0.8941938966053523,0.021994904305838125,5816,1.3190248956240231,0.02203262266400439
xgboost,seen,val,SITE,10,5777,6121,0.5693812492334664,0.8791404835185572,0.868099336665526,0.008869563428117025,5775,0.5695476551234593,0.008871082311822109
xgboost,seen,val,SITE,11,3449,2857,5.030791851338977,8.633911271146781,0.9252618589557231,0.08710669692479746,3398,5.1015536241351755,0.08775593682370882
xgboost,seen,val,SITE,12,5741,6157,1.0902239464189643,1.715581368233867,0.8688787782986712,0.017308334727967147,5738,1.0907803233050695,0.017312857182435745
xgboost,seen,val,SITE,15,5016,4737,1.287568169391968,2.014509553232055,0.8716065799254673,0.020324192315007004,5014,1.2880234114400742,0.02032822352125559
xgboost,seen,val,SITE,17,4859,4779,0.6347401811798602,1.0145063776276195,0.8744594756779221,0.010235256859727444,4859,0.6347401811798602,0.010235256859727444
xgboost,seen,val,SITE,18,4892,4385,2.371634953720792,3.7652738340084486,0.8803324466233674,0.03798748404954141,4889,2.372829556145882,0.037998967107839475
xgboost,seen,val,SITE,19,4888,4548,2.854458664807624,4.537946919974562,0.8782809570801562,0.045782908186701735,4883,2.857086483966662,0.0458061880365266
xgboost,seen,val,SITE,2,5798,6100,1.1284707987789615,1.8629309277205897,0.8980075967289317,0.018794930202153386,5795,1.1290327632190649,0.018799790634618643
xgboost,seen,val,SITE,20,4790,4848,1.0628347774263713,1.6716240057536214,0.8850736405880393,0.01686485314344171,4789,1.0630298478571252,0.0168666034153389
xgboost,seen,val,SITE,21,4836,4802,0.5595241764466362,0.8769529969853486,0.8706469310971658,0.008847494087757686,4836,0.5595241764466362,0.008847494087757686
xgboost,seen,val,SITE,22,4935,4703,0.9966822440168899,1.5843860369618605,0.8805211231895597,0.015984717702013953,4935,0.9966822440168899,0.015984717702013953
xgboost,seen,val,SITE,23,4556,4249,0.7932472959867269,1.2654340079842026,0.8879126055981026,0.012766841487029886,4555,0.7933803708375351,0.012768212189770667
xgboost,seen,val,SITE,24,4954,4684,1.1879131365981033,1.893499620759341,0.8789236134671481,0.019103334793802614,4952,1.1883439114302252,0.019107175552726344
xgboost,seen,val,SITE,25,5056,4380,5.318770583875218,8.45537237968904,0.8846760213773617,0.08530543529271759,5036,5.338330917832655,0.08547410093283954
xgboost,seen,val,SITE,27,6328,5642,6.160788252946182,9.688406188089273,0.8783900384072822,0.09774539429545609,6190,6.242237434106516,0.09857671422009628
xgboost,seen,val,SITE,3,5642,6256,0.8405919205192681,1.350432700165579,0.8941122962798336,0.013624385083011722,5641,0.8407286390559172,0.013625589465287505
xgboost,seen,val,SITE,30,4479,4326,0.5887939655692962,0.9327939799397154,0.8707612713399916,0.009410868371489783,4479,0.5887939655692962,0.009410868371489783
xgboost,seen,val,SITE,31,4978,4660,1.0599083455482272,1.6686210077963763,0.8870805998004622,0.016834556187089875,4978,1.0599083455482272,0.016834556187089875
xgboost,seen,val,SITE,34,5355,5493,0.29948865568576627,0.46823637763397336,0.8563933348571144,0.004723991590234416,5355,0.29948865568576627,0.004723991590234416
xgboost,seen,val,SITE,37,4950,4688,0.6861164545501122,1.0745555950938261,0.8712676913349939,0.010841087615005214,4950,0.6861164545501122,0.010841087615005214
xgboost,seen,val,SITE,38,5140,4498,0.7737971821995561,1.2199532951953063,0.8803446913212118,0.012307990968370347,5140,0.7737971821995561,0.012307990968370347
xgboost,seen,val,SITE,39,4453,4352,0.44438506995135146,0.6973988026382664,0.8801828967582098,0.007035989162888325,4453,0.44438506995135146,0.007035989162888325
xgboost,seen,val,SITE,4,3314,3769,0.1815737410148917,0.2791059544544695,0.7706623871372223,0.0028158730175764954,3313,0.18162374955919927,0.002816296580632497
xgboost,seen,val,SITE,40,4998,4640,1.0369746801303643,1.653092155523932,0.883521545532882,0.016677887096337673,4998,1.0369746801303643,0.016677887096337673
xgboost,seen,val,SITE,41,5616,6282,1.2393462639461217,2.031660098881173,0.9153125086152102,0.020497222513608315,5608,1.2409609915707234,0.020511790622186134
xgboost,seen,val,SITE,42,5662,6236,0.39004534778801353,0.6518973401915891,0.8814980797960893,0.006576929302935498,5662,0.39004534778801353,0.006576929302935498
xgboost,seen,val,SITE,5,3094,3989,0.18888426432291974,0.28759380576345944,0.7711178492502214,0.0029015061296500146,3093,0.18894450043104835,0.0029019750981695903
xgboost,seen,val,SITE,6,3332,2974,1.4388736494305898,2.5477512172270256,0.9299836652109504,0.0257040159609263,3309,1.4479436359581324,0.025792912338792565
xgboost,seen,val,SITE,8,3389,2917,1.3491949216432717,2.385852151837155,0.9341162215925972,0.024070631926919397,3378,1.3531393992117413,0.02410965266080879
xgboost,seen,test,ALL,,140492,149752,1.240968099859378,2.8865212538421545,0.9494289809765172,0.02912183414088046,140018,1.2375231506092668,0.02905245717408524
xgboost,seen,test,SITE,1,6056,5842,1.0249460109803565,1.8604298774129187,0.9273860971438417,0.018769697347158453,6042,1.0271167221254995,0.01879136360004675
xgboost,seen,test,SITE,10,5872,6026,0.4455385590378165,0.7308510362802112,0.9187327824131716,0.007373485517181918,5872,0.4455385590378165,0.007373485517181918
xgboost,seen,test,SITE,11,3135,3171,4.8482033281117785,8.077280543329621,0.9228269980476347,0.08149090327296409,3090,4.91629728930716,0.08208155130572183
xgboost,seen,test,SITE,12,5622,6276,1.1201923882667597,1.844346085152284,0.8928281627571714,0.018607429520463216,5615,1.1214884381339896,0.018618992823635987
xgboost,seen,test,SITE,15,4833,4920,1.082070068698072,1.7568896068634985,0.8956425820388727,0.0177250895578243,4831,1.0824312285742412,0.017728654625187294
xgboost,seen,test,SITE,17,4636,5002,0.5755312469184425,0.9274046196405615,0.8917927904382781,0.009356495635952675,4636,0.5755312469184425,0.009356495635952675
xgboost,seen,test,SITE,18,4620,4656,2.162109665700045,3.504323521695866,0.8890713040952004,0.03535478155200644,4618,2.163027443996868,0.03536243542369358
xgboost,seen,test,SITE,19,4700,4736,2.4751884225050502,4.056503443657996,0.8958248841624903,0.040925671453441,4697,2.476706322233379,0.04093872880620111
xgboost,seen,test,SITE,2,6020,5878,0.9101842175711231,1.6321308229416194,0.9287435936626154,0.01646641023642493,6010,0.9115799996202282,0.016480068901709263
xgboost,seen,test,SITE,20,4718,4920,0.9915434264125095,1.6105274286143354,0.8868670633979272,0.01624845567757947,4717,0.9917485343443594,0.01625017753171146
xgboost,seen,test,SITE,21,4610,5028,0.5071127313999317,0.8104177570668727,0.8781245840372132,0.008176226478399039,4610,0.5071127313999317,0.008176226478399039
xgboost,seen,test,SITE,22,4669,4969,0.8986012585832951,1.449631511861805,0.8859020239800763,0.014625192313287499,4668,0.8987887926837038,0.014626758365786887
xgboost,seen,test,SITE,23,4274,4531,0.7613899913670082,1.2108023818836495,0.8878694284334901,0.012215668287792497,4273,0.7615672494721809,0.012217097590696417
xgboost,seen,test,SITE,24,4760,4878,0.7533157133885675,1.2618674607920335,0.8853330957587585,0.01273085893687623,4759,0.75346768018589,0.012732195661449498
xgboost,seen,test,SITE,25,4511,4925,4.67299759005944,7.872989888632669,0.8954355944391983,0.07942983458874858,4494,4.689693218078025,0.07957966273919809
xgboost,seen,test,SITE,27,6665,5306,4.35383214332549,7.1122330887886145,0.9068445074705695,0.07175463271136201,6344,4.408427309984762,0.07250446600652577
